rowNum,folder,filename,tags1,tags2,tags3,tags4,tags5,tags6,tags7,tags8,tags9
204,./cypress/e2e/Regression/ClientSide/Widgets/TableV2,Inline_editing_1_spec.js,@tag.Widget,@tag.Table,,,,,,,
205,./cypress/e2e/Regression/ClientSide/Widgets/TableV2,AddNewRow2_spec.js,@tag.Widget,@tag.Table,,,,,,,
206,./cypress/e2e/Regression/ClientSide/Widgets/TableV2,TableV2_Widget_Derived_Column_Computed_value_spec.js,@tag.Widget,@tag.Table,,,,,,,
207,./cypress/e2e/Regression/ClientSide/Widgets/TableV2,TableV2_FilteredTableData_spec.js,@tag.Widget,@tag.Table,,,,,,,
208,./cypress/e2e/Regression/ClientSide/Widgets/Form,FormReset_spec.js,@tag.Widget,@tag.Form,,,,,,,
209,./cypress/e2e/Regression/ClientSide/Widgets/Form,FormWidget_Nested_HasChanges_spec.js,@tag.Widget,@tag.Form,,,,,,,
210,./cypress/e2e/Regression/ClientSide/Widgets/Form,FormWidget_spec.js,@tag.Widget,@tag.Form,,,,,,,
211,./cypress/e2e/Regression/ClientSide/Widgets/Form,FormWithSwitch_spec.js,@tag.Widget,@tag.Form,,,,,,,
212,./cypress/e2e/Regression/ClientSide/Widgets/Form,FormWidget_Select_TreeSelect_spec.js,@tag.Widget,@tag.Form,,,,,,,
213,./cypress/e2e/Regression/ClientSide/Widgets/Form,FormData_spec.js,@tag.Widget,@tag.Form,,,,,,,
214,./cypress/e2e/Regression/ClientSide/Widgets/Form,FormWidget_With_RichTextEditor_spec.js,@tag.Widget,@tag.Form,@tag.TextEditor,,,,,,
215,./cypress/e2e/Regression/ClientSide/Widgets/Form,Form_With_CheckBox_spec.js,@tag.Widget,@tag.Form,,,,,,,
216,./cypress/e2e/Regression/ClientSide/Widgets/Iframe,Iframe_onSrcDocChange_spec.js,@tag.Widget,@tag.Iframe,,,,,,,
217,./cypress/e2e/Regression/ClientSide/Widgets/Iframe,Iframe_spec.js,@tag.Widget,@tag.Iframe,,,,,,,
